Institute,Name,RollNumber,Branch,StartingYear,CurrentCourses,PastCoursesGrades
IIIT,Reyansh Kumar,2024211,ECE,2024,ML;BML;DSA;DL,601:6;701:8;DL:8;615:10;DSA:6;702:6
IIIT,Ayaan Kapoor,MT22514,SSH,2022,777;OOPD,FF:5;ML:7;DSA:9;601:5;602:8;701:5;702:10
IIIT,Neha Bhatia,2023998,CB,2023,FF;702,802:6;OOPD:10;DSA:5;DL:7;777:7
IIIT,Sumit Joshi,2024922,ECE,2024,602;DL,OOPD:5;DL:10;802:5;602:7;DSA:8
IIIT,Vivaan Nair,MT23799,SSH,2023,BML;701;ML,601:7;777:5;802:8;701:5;702:7;FF:9;OOPD:7
IIIT,Sai Reddy,MT23282,CSE,2023,OOPD;701,701:8;OOPD:7;801:9;DL:8;777:10;602:8;802:8
IIIT,Atharv Singh,2021984,CB,2021,OOPD;ML,702:8;ML:6;615:6;777:10;FF:5
IIIT,Simran Verma,2024552,CSE,2024,802;FF,ML:8;702:5;701:8;BML:7;601:6;801:8;777:5
IIIT,Atharv Kaur,MT24897,ECE,2024,DL;OOPD,777:5;702:7;701:7;601:5
IIIT,Reyansh Reddy,2023242,CSE,2023,FF;DSA,FF:9;OOPD:7;DSA:9;801:9;602:6
IIIT,Arjun Malhotra,MT23748,CSE,2023,601;BML;ML;DSA,602:9;615:9;601:7;FF:6;ML:8;801:6;DL:5;702:8
IIIT,Ayaan Yadav,2021729,SSH,2021,602;BML;ML;DL,DL:6;BML:8;701:5;801:7;ML:5;602:10
IIIT,Vikram Singh,2023640,ECE,2023,DSA;615;OOPD;802,DL:8;DSA:6;FF:5;601:7;702:7;OOPD:6;BML:8;701:8
IIIT,Ananya Bhatia,2021815,ECE,2021,702;BML,FF:10;701:6;601:5;ML:7;801:7;615:5;777:9;602:5
IIIT,Ishaan Iyer,MT23463,ECE,2023,OOPD;801;ML;615,602:8;OOPD:9;702:6;DL:7;DSA:5;FF:6;615:7;802:9
IIIT,Sumit Mehta,2022015,ECE,2022,DL;602;701;615,601:7;FF:9;602:8;801:10;701:5;DSA:7;615:6;ML:9
IIIT,Krishna Desai,2024524,SSH,2024,615;DL;FF,777:9;802:7;DL:9;FF:8;OOPD:8;702:7;701:7
IIIT,Vikram Joshi,2024150,SSH,2024,602;OOPD;FF,601:7;DSA:6;701:8;FF:10;BML:7
IIIT,Vihaan Jain,MT22142,SSH,2022,802;FF,601:7;DL:7;701:9;802:5
IIIT,Aditya Singh,2023807,CB,2023,DL;ML,801:10;701:8;615:6;FF:10;DSA:8;777:7
IIIT,Pooja Mehta,MT22912,SSH,2022,FF;601,777:7;601:5;701:8;OOPD:8;615:5
IIIT,Ananya Saxena,MT22239,CSE,2022,701;ML,ML:5;BML:5;DL:6;601:10;OOPD:10;615:7;801:10
IIIT,Arjun Singh,PhD22205,ECE,2022,601;602;777;OOPD,777:5;601:5;ML:7;615:10;801:8;DSA:6;602:8;702:5
IIIT,Sarthak Yadav,MT21526,ECE,2021,777;801,615:9;601:6;701:6;777:6;801:8;DL:8;602:8;OOPD:10
IIIT,Saanvi Kapoor,MT24560,CB,2024,801;615;802,701:5;BML:9;702:5;ML:8;602:8;601:9
IIIT,Amit Saxena,2023672,CB,2023,702;FF;601;DL,602:8;702:8;ML:7;701:6;DL:5;FF:6
IIIT,Prisha Singh,2022253,CSE,2022,601;615,601:7;ML:8;DL:5;OOPD:6
IIIT,Reyansh Pandey,2024609,SSH,2024,702;OOPD;777,777:7;801:8;701:9;702:7;BML:5;DSA:9;DL:7;OOPD:8
IIIT,Aarav Agarwal,MT23504,CSE,2023,BML;777;701;601,701:9;777:5;BML:7;ML:6;801:7
IIIT,Neha Mehta,2024320,SSH,2024,702;602;DL,802:6;702:5;701:6;615:8;BML:6;DL:7;ML:10
IIIT,Arjun Yadav,MT23917,ECE,2023,OOPD;ML;601,602:6;702:5;ML:8;BML:10
IIIT,Vivaan Pandey,MT23109,CB,2023,DL;ML;615,601:6;ML:6;BML:7;777:6;DSA:5
IIIT,Vikram Khanna,2023858,CSE,2023,777;602;615,802:8;ML:6;777:6;702:8;701:6
IIIT,Ayaan Singh,MT21465,CB,2021,701;DL;OOPD,DL:5;ML:7;DSA:6;FF:7
IIIT,Pooja Bhatia,2024004,CSE,2024,BML;DSA;OOPD;615,802:8;ML:5;OOPD:10;702:10;615:5;777:9;BML:7
IIIT,Vihaan Verma,2022481,CB,2022,777;DSA,802:5;DL:10;615:10;FF:8;ML:6
IIIT,Karan Khanna,2022171,ECE,2022,615;802;801,701:5;702:6;FF:5;601:7;777:8;ML:5;602:5;615:7
IIIT,Anya Iyer,MT21403,CSE,2021,DSA;602;702,602:8;DL:7;BML:7;802:8;601:10;FF:10;801:9;777:10
IIIT,Arjun Malhotra,2021072,CB,2021,702;801;ML,615:8;701:7;FF:7;DSA:5;ML:5;602:10
IIIT,Sneha Kaur,MT23478,CSE,2023,DL;BML;ML,615:8;FF:6;801:5;602:10
IIIT,Vihaan Jain,2022610,CSE,2022,802;602;BML,OOPD:6;802:5;801:5;BML:6
IIIT,Riya Saxena,MT24006,CB,2024,801;701;FF,ML:6;602:7;DL:8;801:5;BML:5
IIIT,Prisha Agarwal,MT23423,CB,2023,OOPD;702,702:8;801:5;777:5;601:8;602:5
IIIT,Kavya Joshi,2023428,CSE,2023,ML;801;BML,702:6;777:6;802:6;FF:6;ML:6;BML:7;701:8
IIIT,Diya Reddy,MT21862,ECE,2021,602;DL;FF;OOPD,FF:7;OOPD:9;802:5;DSA:9
IIIT,Rohan Khanna,MT22605,CSE,2022,802;601,DSA:8;DL:7;FF:8;701:7;601:7;602:5
IIIT,Rohan Khanna,2021581,CSE,2021,702;801;615,DSA:10;801:6;DL:7;ML:10;OOPD:6
IIIT,Ayaan Kaur,MT21041,ECE,2021,801;701;DSA,DL:9;701:6;DSA:6;ML:6;702:8
IIIT,Diya Yadav,2021686,ECE,2021,615;801;777,615:7;702:9;602:5;DL:8;802:10;ML:8;601:8;701:9
IIIT,Atharv Singh,2021133,CB,2021,702;601;602,777:7;FF:5;801:8;602:9
IIIT,Sarthak Yadav,2024276,ECE,2024,615;777,601:7;BML:9;615:5;DSA:9;602:9
IIIT,Vihaan Pandey,MT23937,CB,2023,BML;602;615,701:8;702:7;601:5;BML:8;DL:5;ML:7
IIIT,Atharv Kapoor,2021749,ECE,2021,602;ML,801:7;ML:7;702:8;DL:7
IIIT,Vivaan Bhatia,2021875,CSE,2021,615;801,702:9;777:6;615:5;OOPD:8;801:6
IIIT,Aarav Bhatia,2022128,SSH,2022,777;801;DL,602:6;FF:10;802:5;701:5;801:9;DL:7;777:7
IIIT,Anjali Desai,MT23785,SSH,2023,801;ML;BML;702,602:7;BML:7;801:7;ML:8
IIIT,Prisha Chopra,2023060,SSH,2023,DSA;FF;701;801,OOPD:8;702:8;615:6;701:6
IIIT,Simran Kaur,2023357,CSE,2023,BML;DL;802,OOPD:6;702:9;DL:6;777:8
IIIT,Pooja Jain,MT23624,ECE,2023,DSA;701,ML:6;702:8;777:7;802:7;701:7;DSA:5
IIIT,Aditi Khanna,MT24524,ECE,2024,777;BML;602;DSA,702:7;615:10;BML:8;801:9;DL:8;602:5;FF:8;777:9
IIIT,Kavya Yadav,MT21115,CSE,2021,702;615;FF,BML:5;FF:7;801:9;DSA:10
IIIT,Krishna Desai,PhD24764,ECE,2024,FF;BML;801;DL,FF:8;DSA:7;DL:5;602:8;777:7;OOPD:5;802:6;701:5
IIIT,Aarav Malhotra,PhD21609,CB,2021,DL;802;702,602:8;601:5;701:10;FF:7;BML:8;801:6;802:8;DSA:5
IIIT,Rohan Rao,MT23328,CB,2023,602;777;DSA,802:10;702:5;ML:10;615:5;701:9
IIIT,Riya Verma,MT23383,SSH,2023,615;601;DSA,601:6;BML:9;ML:7;702:5
IIIT,Rohan Sharma,MT22254,SSH,2022,DL;777;802;702,701:5;BML:6;801:5;601:6
IIIT,Aditi Rao,MT22146,SSH,2022,602;702;701,DSA:5;FF:6;801:8;BML:8
IIIT,Riya Chopra,MT24103,CB,2024,701;OOPD,615:7;702:7;701:9;DL:5;601:5;OOPD:7;602:8
IIIT,Sarthak Iyer,MT21448,CB,2021,DSA;BML,DL:10;615:9;OOPD:6;701:7;ML:6
IIIT,Aditi Sharma,MT21483,ECE,2021,701;DL,601:5;602:5;OOPD:8;701:6;FF:6;BML:6;DSA:5
IIIT,Prisha Malhotra,PhD23021,ECE,2023,602;BML;802;701,701:6;702:8;FF:7;801:6
IIIT,Reyansh Chopra,2024893,SSH,2024,FF;ML;802;701,601:9;701:9;602:8;702:8
IIIT,Rohan Iyer,MT23186,CB,2023,ML;601,FF:6;801:6;701:7;DL:8;802:5;702:7;ML:7
IIIT,Vivaan Rao,PhD21578,CSE,2021,DL;702;BML,702:7;615:7;601:7;777:8;BML:10
IIIT,Ayaan Desai,2021789,CB,2021,602;FF,BML:8;602:8;FF:8;601:8;701:10;802:6;702:5;ML:7
IIIT,Anya Mehta,PhD21266,CSE,2021,702;701,701:5;615:5;DL:5;601:6
IIIT,Ayaan Joshi,2024072,SSH,2024,DSA;FF;777,702:10;615:5;DSA:9;OOPD:9;701:7
IIIT,Anjali Gupta,MT22609,CSE,2022,777;615,FF:6;DL:5;615:9;DSA:7;BML:6;601:7;801:5;OOPD:9
IIIT,Atharv Khanna,2021982,CSE,2021,OOPD;777,OOPD:9;602:6;702:10;615:9;802:7;ML:8;601:7
IIIT,Prisha Jain,MT23120,CSE,2023,802;DL;OOPD;ML,802:8;ML:8;DL:7;701:10;BML:6;615:5;OOPD:6
IIIT,Pooja Iyer,2024972,ECE,2024,OOPD;602;DSA;777,BML:10;601:7;777:9;615:9;701:5
IIIT,Ananya Verma,MT24975,CB,2024,DL;DSA,615:5;ML:5;OOPD:6;801:7;701:7;602:8
IIIT,Anya Rao,MT22101,CB,2022,DL;FF;DSA;777,601:7;BML:8;FF:7;602:5
IIIT,Anjali Kaur,2024215,CB,2024,OOPD;DSA;DL;615,601:7;702:9;ML:8;701:10;FF:6
IIIT,Sarthak Patel,MT22045,ECE,2022,DSA;701;602,701:7;702:5;615:5;BML:8;801:8;DSA:10
IIIT,Saanvi Kapoor,MT22865,SSH,2022,DSA;FF,802:8;801:8;FF:8;OOPD:10;601:7;ML:5;615:6;DSA:6
IIIT,Anya Malhotra,2022608,CSE,2022,DSA;BML;ML,FF:9;702:6;801:7;777:6;ML:5;DL:8;OOPD:7
IIIT,Shaurya Pandey,MT23999,CB,2023,701;801;OOPD,DL:10;DSA:5;602:9;615:7;OOPD:10;ML:8
IIIT,Simran Chopra,2023653,SSH,2023,BML;702;777;602,701:7;777:8;OOPD:10;801:8;FF:7;602:10;DL:8
IIIT,Aditi Joshi,PhD24030,ECE,2024,ML;615;701,702:5;777:8;615:7;701:5;BML:7;FF:8;802:9
IIIT,Karan Pandey,PhD23899,CSE,2023,801;777,801:6;DL:5;702:7;ML:10
IIIT,Myra Malhotra,2022216,SSH,2022,601;777,ML:10;601:8;702:5;BML:5;DSA:8;615:7
IIIT,Simran Chopra,2022812,CB,2022,615;OOPD,702:8;DSA:8;ML:6;602:8;FF:10
IIIT,Simran Jain,2024992,CSE,2024,702;OOPD;701;615,701:7;OOPD:5;DL:6;802:6
IIIT,Pooja Khanna,2024602,SSH,2024,802;602;FF,ML:10;BML:7;OOPD:5;801:7
IIIT,Sneha Verma,MT23817,CB,2023,777;702,802:6;702:8;DL:5;DSA:6;801:10
IIIT,Pooja Kapoor,2024150,SSH,2024,601;ML;777;BML,FF:6;DL:7;OOPD:6;702:8;777:5;601:8
IIIT,Karan Sharma,PhD22649,ECE,2022,702;602;FF,702:6;601:5;701:7;615:6;802:6;777:8;801:9
IIIT,Aditya Pandey,2024638,SSH,2024,802;602,801:8;BML:5;DSA:5;802:7;FF:5
IIIT,Vihaan Reddy,MT23006,CB,2023,802;777;DSA,615:8;DSA:5;DL:5;FF:10;BML:6;ML:9;602:9
IIIT,Prisha Das,2024210,SSH,2024,BML;801;802;615,601:7;615:5;701:6;DL:10;DSA:7;801:9
IIIT,Prisha Rao,PhD23356,SSH,2023,602;802;777;601,OOPD:10;777:9;FF:8;615:8
IIIT,Sai Mehta,MT24265,ECE,2024,ML;777,801:8;FF:8;DSA:6;615:5;701:5;601:7;802:7
IIIT,Aditya Gupta,2023427,CSE,2023,601;615;801;BML,702:5;601:8;ML:8;802:6;DSA:7
IIIT,Anya Bhatia,PhD23140,CB,2023,OOPD;702;BML,601:5;801:10;ML:8;BML:7
IIIT,Atharv Kapoor,PhD22822,CB,2022,BML;801,DL:6;ML:5;FF:10;DSA:7;615:7
IIIT,Aarav Kumar,2023731,ECE,2023,DSA;601;777;702,801:9;602:5;702:7;OOPD:5;601:6;ML:5;802:8;FF:10
IIIT,Ananya Patel,MT21769,SSH,2021,801;OOPD;FF,FF:7;601:5;777:7;801:7;DL:5;602:6
IIIT,Neha Desai,MT23508,CSE,2023,701;OOPD;602;DL,OOPD:8;BML:10;FF:5;601:7;702:6;ML:9;801:8;602:7
IIIT,Reyansh Das,MT21719,SSH,2021,ML;OOPD,801:9;601:9;OOPD:6;802:6;615:5
IIIT,Anya Rao,2021521,CB,2021,OOPD;DSA;BML;602,702:5;701:5;FF:8;DL:6;615:6;BML:6
IIIT,Simran Mehta,MT23586,ECE,2023,DSA;FF;615,OOPD:5;777:8;701:9;DL:10;601:6;615:7
IIIT,Rohan Desai,MT23612,CB,2023,615;701;BML;801,ML:7;602:8;BML:7;802:6;DSA:5
IIIT,Riya Khanna,2022820,CSE,2022,FF;601;ML,701:10;601:10;BML:5;DSA:8;DL:5;FF:5;777:6;OOPD:10
IIIT,Aditya Rao,MT22840,CSE,2022,DL;FF,615:8;OOPD:8;701:5;FF:7;ML:8
IIIT,Sumit Reddy,MT23437,SSH,2023,801;702;DL,615:7;602:5;802:9;801:6;701:6;DL:8
IIIT,Rahul Chopra,MT21269,CB,2021,FF;701;615,OOPD:10;601:8;DSA:5;DL:6;701:7
IIIT,Rahul Nair,MT24527,CB,2024,OOPD;FF;BML;ML,702:7;701:5;801:6;601:9;FF:8;602:5;OOPD:5;DL:6
IIIT,Ananya Das,2024382,ECE,2024,701;DL,ML:8;615:8;802:7;777:8;602:6;601:8;801:8;FF:9
IIIT,Simran Mehta,MT22071,ECE,2022,702;615,801:5;701:7;602:8;OOPD:5
IIIT,Pooja Kaur,MT21138,CSE,2021,DSA;615;801;602,615:7;601:5;801:5;DSA:5;BML:6
IIIT,Arjun Iyer,2022017,CSE,2022,DSA;802,602:9;701:7;FF:5;DL:9;777:7;DSA:8
IIIT,Sarthak Khanna,2024807,CB,2024,OOPD;701,ML:7;701:7;DSA:7;802:6;777:6;DL:9
IIIT,Vihaan Agarwal,MT24556,CB,2024,601;801;702,ML:6;DSA:8;702:9;BML:8;FF:6;601:7;615:8
IIIT,Ishaan Das,MT23310,CSE,2023,ML;702;DL,777:9;DSA:8;BML:10;602:6
IIIT,Simran Desai,2021091,ECE,2021,601;801;777;602,777:8;602:5;615:5;801:8;802:6;OOPD:9;601:7
IIIT,Vikram Kapoor,MT23693,ECE,2023,601;FF;602,777:7;FF:5;602:7;DL:5
IIIT,Ayaan Saxena,MT22913,SSH,2022,FF;ML;702;701,DSA:9;602:10;DL:5;777:6;FF:6
IIIT,Prisha Pandey,MT22770,SSH,2022,615;702,702:7;801:8;602:10;FF:9;DL:5
IIIT,Vikram Kapoor,2023231,ECE,2023,777;801;602;802,701:6;BML:8;DL:5;615:5;702:5;802:6
IIIT,Simran Bhatia,MT22746,SSH,2022,BML;ML,DL:9;702:9;601:9;802:9;BML:8;OOPD:10;FF:8;801:5
IIIT,Krishna Desai,MT23919,CB,2023,DL;801;615,OOPD:5;DSA:6;802:6;ML:6;615:6;602:7;702:8;DL:6
IIIT,Sai Patel,2021778,ECE,2021,615;FF;702;802,602:5;777:6;DL:8;ML:6;FF:6;701:5;BML:5
IIIT,Sumit Verma,2023249,CB,2023,ML;701;615;DL,601:7;702:9;615:6;701:8;OOPD:5
IIIT,Rahul Joshi,2022386,CSE,2022,777;701,FF:5;DL:6;702:5;615:6
IIIT,Reyansh Mehta,2022665,CSE,2022,ML;602,615:5;OOPD:10;ML:6;602:7;FF:7
IIIT,Prisha Kumar,MT23702,CB,2023,ML;802;701,615:7;802:5;BML:6;601:9;DSA:7;602:5;801:7;702:5
IIIT,Ayaan Saxena,PhD23837,CSE,2023,802;777,702:8;DL:5;802:8;DSA:7;BML:9;701:10;801:8
IIIT,Aditi Reddy,PhD22459,ECE,2022,601;801,802:8;615:10;702:10;BML:9;801:8;777:5;OOPD:6;701:6
IIIT,Vivaan Saxena,MT21709,ECE,2021,601;801;701,777:6;ML:5;602:10;702:5;701:7;OOPD:6
IIIT,Amit Singh,2021620,ECE,2021,615;801;701,702:7;801:9;701:5;777:8;OOPD:8
IIIT,Vihaan Kapoor,MT21762,SSH,2021,802;601;FF,702:8;DL:6;FF:7;DSA:10;601:8;615:9;701:6
IIIT,Kavya Das,PhD23326,SSH,2023,ML;DL;702,801:8;702:6;ML:7;602:8;802:5;FF:5;DSA:7;701:8
IIIT,Saanvi Sharma,MT23939,CB,2023,615;DL;FF,801:9;602:5;BML:6;802:8;DL:6;ML:8;FF:6
IIIT,Simran Bhatia,MT22094,ECE,2022,ML;702;602;OOPD,601:7;777:8;801:6;702:9
IIIT,Ishaan Verma,MT24350,CSE,2024,FF;615;602;777,701:10;DSA:9;OOPD:8;777:7;801:8;602:6
IIIT,Vivaan Agarwal,2023010,CSE,2023,801;615;702,BML:6;DSA:10;DL:8;801:8
IIIT,Ayaan Jain,MT21670,SSH,2021,FF;DSA;702,DL:5;701:7;615:6;802:10
IIIT,Pooja Mishra,MT24678,SSH,2024,DL;ML;702,ML:7;615:5;DL:9;802:5;BML:5
IIIT,Aarav Desai,MT21052,CSE,2021,802;FF;615,FF:8;702:5;DL:7;601:7
IIIT,Prisha Yadav,MT22032,CB,2022,701;FF,DSA:8;702:7;DL:6;801:10
IIIT,Aditya Kapoor,PhD23123,ECE,2023,801;702;615,DSA:6;OOPD:5;801:8;702:10
IIIT,Vihaan Verma,2023807,CB,2023,BML;615;601;801,701:10;ML:7;DL:7;615:5;602:7
IIIT,Ananya Khanna,2022611,CSE,2022,777;801;601,702:5;801:8;602:7;BML:5
IIIT,Sneha Jain,2023381,CSE,2023,DL;ML;802;OOPD,ML:5;801:8;601:8;602:8
IIIT,Krishna Joshi,PhD24447,CSE,2024,702;701;601,DL:5;BML:6;615:5;FF:7;702:5;701:6
IIIT,Aditi Nair,2023646,SSH,2023,777;701;FF,OOPD:8;DL:5;601:5;701:5
IIIT,Arjun Gupta,PhD23356,ECE,2023,702;802,702:5;601:10;OOPD:5;BML:8;FF:6;ML:5
IIIT,Aditya Pandey,2021887,SSH,2021,BML;701,801:7;701:6;702:5;DL:10;BML:6;615:8;601:8
IIIT,Rahul Gupta,2022842,SSH,2022,DL;BML;FF,802:7;702:7;BML:8;615:8;701:5;FF:8
IIIT,Rahul Malhotra,MT24588,ECE,2024,802;ML;OOPD;602,DL:8;601:8;602:7;701:7;615:7;BML:5
IIIT,Aditya Joshi,MT22431,CSE,2022,602;801,601:8;OOPD:7;FF:10;DL:7;802:8
IIIT,Aditi Mishra,2022500,ECE,2022,777;701;FF;ML,801:5;ML:6;602:8;701:8;DSA:6;777:6;702:8
IIIT,Sumit Yadav,MT23681,CSE,2023,777;DL,615:8;ML:6;601:6;802:7;OOPD:8;DL:7;777:6
IIIT,Kavya Pandey,2023674,ECE,2023,802;FF;702,DL:6;801:8;702:6;701:7
IIIT,Vivaan Gupta,MT23379,SSH,2023,601;OOPD,601:7;BML:5;OOPD:7;701:7;DSA:6;615:9;801:5
IIIT,Rohan Gupta,2022688,ECE,2022,702;615;801,701:8;602:8;OOPD:5;FF:6
IIIT,Atharv Das,2021776,CB,2021,602;OOPD,801:7;FF:7;DSA:8;BML:5;DL:5;701:10;702:6
IIIT,Krishna Sharma,MT24710,CB,2024,FF;701;801;BML,ML:8;777:7;615:8;OOPD:10;FF:7;701:6
IIIT,Aditya Verma,PhD23100,CSE,2023,702;DSA;801;OOPD,ML:8;615:6;FF:7;777:6;602:8;601:8;DL:7
IIIT,Ayaan Kaur,2024743,ECE,2024,701;777;ML;DL,701:5;DSA:6;615:8;ML:6;FF:7;777:7;BML:8;602:10
IIIT,Aditya Patel,2022850,SSH,2022,701;OOPD;ML,ML:9;801:10;702:5;DL:9;615:6;OOPD:5
IIIT,Aditi Saxena,PhD23996,ECE,2023,601;801;802;FF,701:10;601:5;615:7;BML:8;DSA:7;777:9;802:7;DL:5
IIIT,Riya Yadav,2023714,CB,2023,777;FF,BML:5;601:5;777:6;702:6;OOPD:9
IIIT,Ayaan Khanna,2021211,SSH,2021,701;FF;OOPD,702:9;602:8;601:5;BML:10;OOPD:9
IIIT,Rahul Reddy,MT23733,CSE,2023,OOPD;602;DL;802,602:9;702:6;BML:5;601:7;615:5;OOPD:7;777:6
IIIT,Sai Mishra,2022524,CSE,2022,DL;701;702,DSA:5;BML:7;ML:8;602:5;OOPD:8;601:8;DL:8
IIIT,Arjun Malhotra,MT22326,ECE,2022,615;DSA;702,601:10;DSA:10;701:8;615:9;602:5;OOPD:5
IIIT,Sai Malhotra,MT23895,CSE,2023,701;801;FF,DSA:5;701:8;601:6;801:7;602:8
IIIT,Ayaan Malhotra,2021045,CSE,2021,702;802;601;ML,601:7;801:6;FF:5;702:8;BML:6;802:6;DSA:7;OOPD:6
IIIT,Ishaan Saxena,MT23042,ECE,2023,ML;701;602;OOPD,615:5;FF:10;777:8;601:5;801:8;802:7;ML:5
IIIT,Aditya Mishra,2023945,ECE,2023,615;DL;801;802,801:7;OOPD:7;777:5;DL:9;802:6;701:9;702:7
IIIT,Neha Bhatia,MT21249,ECE,2021,OOPD;601;702;615,602:6;OOPD:5;DL:7;802:6;ML:5;701:6;BML:5;801:7
IIIT,Ananya Gupta,MT23064,CSE,2023,DSA;702;801;OOPD,802:9;777:6;701:8;BML:8;801:6;702:6;615:7
IIIT,Rohan Kumar,MT21340,CSE,2021,BML;801,601:7;701:5;BML:7;DSA:8;ML:9;DL:5
IIIT,Myra Rao,MT24935,CB,2024,701;BML;OOPD;FF,802:6;701:6;615:9;777:6;OOPD:8;602:7;FF:5
IIIT,Anya Iyer,PhD22911,SSH,2022,BML;702;FF;801,601:8;701:6;BML:7;DSA:8;ML:6;615:8
IIIT,Neha Yadav,2024779,ECE,2024,702;802;OOPD;777,801:6;601:6;701:6;777:5
IIIT,Pooja Sharma,2024848,CB,2024,702;DL;615;OOPD,802:9;701:10;DL:8;801:8;777:5;602:8
IIIT,Anya Pandey,MT24742,ECE,2024,OOPD;615;FF,777:8;601:5;BML:7;ML:5;DSA:6;FF:5;701:10;DL:8
IIIT,Simran Kaur,2022730,ECE,2022,FF;DL;602,OOPD:6;601:5;615:9;702:8;701:7;DSA:5;ML:8
IIIT,Pari Nair,2024318,CB,2024,702;802;601,801:7;701:9;OOPD:8;602:8
IIIT,Aarav Verma,2021827,CB,2021,OOPD;777;ML;702,601:9;701:5;DSA:5;OOPD:10;615:5;802:9;BML:6;DL:10
IIIT,Arjun Reddy,2021317,CSE,2021,601;ML;DSA,OOPD:5;DL:7;BML:5;801:7;602:6;ML:5
IIIT,Shaurya Khanna,MT23902,CSE,2023,701;802,615:8;OOPD:6;FF:6;802:5
IIIT,Sarthak Nair,MT21544,SSH,2021,FF;701,OOPD:7;ML:8;BML:7;802:5
IIIT,Vihaan Patel,MT21677,CSE,2021,601;802;602,FF:7;702:8;DL:6;601:10;602:5
IIIT,Amit Agarwal,MT21489,CB,2021,OOPD;615,DSA:8;802:6;602:7;702:5;FF:8;OOPD:9;615:9
IIIT,Aarav Joshi,2023757,ECE,2023,DSA;ML;OOPD;BML,615:6;FF:7;777:7;701:6
IIIT,Anjali Verma,2024120,CSE,2024,601;615,777:10;702:8;FF:7;ML:10
IIIT,Prisha Pandey,MT21879,SSH,2021,DSA;DL,OOPD:5;702:6;FF:9;601:5;801:8
IIIT,Riya Reddy,MT22859,CSE,2022,DSA;FF;602;ML,BML:8;OOPD:7;DL:7;ML:7;602:5;777:7;702:7
IIIT,Rahul Pandey,2024205,SSH,2024,DL;801;FF;701,ML:8;777:5;FF:5;DSA:6;602:9;OOPD:7;615:10;802:5
IIIT,Rohan Yadav,2022845,CB,2022,802;DSA;FF;ML,BML:9;801:6;777:9;802:8;615:5;OOPD:6;ML:10;601:6
IIIT,Vihaan Joshi,PhD21188,SSH,2021,615;777,702:8;ML:8;BML:6;FF:5
IIIT,Myra Malhotra,MT23294,CB,2023,601;DL;802;615,702:8;DSA:8;OOPD:8;602:7;601:9;802:10
IIIT,Reyansh Gupta,2024080,CSE,2024,701;702,DL:7;602:8;802:10;OOPD:10;801:6
IIIT,Arjun Agarwal,MT23625,CB,2023,602;701;DSA,801:5;701:10;DSA:6;777:6
IIIT,Sai Patel,MT24556,SSH,2024,OOPD;FF;ML,615:8;FF:8;BML:7;DL:8;702:6;801:7;601:7
IIIT,Karan Kumar,MT23851,SSH,2023,OOPD;ML;BML,DL:6;801:7;601:5;702:8;ML:5
IIIT,Anjali Jain,2023525,CB,2023,802;701;BML;615,702:10;777:8;BML:9;801:8;802:10;602:7;DSA:7;ML:5
IIIT,Aditi Kaur,2024342,ECE,2024,601;BML;602,802:8;FF:8;602:8;BML:8;601:6;777:7;DSA:8
IIIT,Rahul Kapoor,2024340,CB,2024,ML;601;702,ML:7;801:7;DL:7;701:8;702:7
IIIT,Neha Patel,MT21369,SSH,2021,777;601;701;702,601:10;ML:6;OOPD:9;702:5;777:8;FF:7
IIIT,Ananya Kapoor,2022695,ECE,2022,777;615,777:6;615:8;FF:9;BML:5;DSA:8
IIIT,Neha Agarwal,2024851,CSE,2024,702;802;DSA;DL,702:5;615:5;FF:10;DL:6;DSA:5;777:6;701:6;802:5
IIIT,Sneha Mehta,2024881,ECE,2024,701;602;777;BML,DL:10;OOPD:9;ML:9;601:10;777:8;615:8;801:9;602:10
IIIT,Simran Singh,MT21815,CSE,2021,BML;802;FF,FF:5;DL:7;602:10;BML:5;615:9
IIIT,Diya Nair,MT22368,SSH,2022,801;BML;701;FF,DL:5;ML:7;DSA:7;615:8;BML:7;802:6
IIIT,Aarav Jain,2024111,ECE,2024,802;DSA;777;801,OOPD:8;ML:6;777:8;601:6;DSA:7
IIIT,Ananya Khanna,MT22534,SSH,2022,777;FF;ML,701:6;DL:7;ML:5;801:7;DSA:6;601:7;OOPD:6;802:5
IIIT,Riya Iyer,2022427,ECE,2022,BML;801,701:6;702:5;OOPD:5;615:8
IIIT,Aarav Gupta,MT21446,ECE,2021,801;602;DL;DSA,701:7;OOPD:8;DL:8;602:6;FF:9;802:7;ML:7;801:9
IIIT,Sneha Pandey,MT22497,SSH,2022,615;DL;701;602,OOPD:5;801:5;FF:5;ML:5
IIIT,Myra Malhotra,MT23575,SSH,2023,602;BML,DL:10;ML:5;DSA:9;702:7;615:8;601:8
IIIT,Vikram Kumar,2021174,ECE,2021,777;601;701,DL:10;615:7;601:6;FF:7
IIIT,Aditya Singh,2021821,CB,2021,615;601;BML,BML:5;702:8;DL:6;615:6;FF:8;777:9
IIIT,Ayaan Kumar,MT23604,SSH,2023,777;615,602:9;801:6;702:7;601:5;615:10;FF:8;701:8
IIIT,Kavya Kapoor,MT24363,ECE,2024,DSA;BML;702,615:6;DL:5;FF:7;602:6;777:9;702:8;DSA:7
IIIT,Aditi Kumar,2023942,CB,2023,602;DL;FF;777,802:7;801:6;DSA:9;601:8;DL:9;ML:5
IIIT,Simran Bhatia,2022443,SSH,2022,801;FF;602,DL:6;802:8;BML:9;801:7;602:8;OOPD:10;DSA:8;615:7
